ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Transcription,AlternativeValue,AlternativeTranscription
voro1241-18-222-2,,voro1241,18-222,kõnõt pidämä;kõnõt pedämä,kõnõt pedämä,,,cosgrove2020,,,,,StandardOrth,,
voro1241-18-230-1,,voro1241,18-230,vakka olõma;vaiki olõma;hillä olõma;vaikuma;vakka jäämä;tassa jäämä,vakka olõma,,,cosgrove2020,,,,,StandardOrth,,
voro1241-18-230-2,,voro1241,18-230,vakka olõma;vaiki olõma;hillä olõma;vaikuma;vakka jäämä;tassa jäämä,vaiki olõma,,,cosgrove2020,,,,,StandardOrth,,
voro1241-18-230-3,,voro1241,18-230,vakka olõma;vaiki olõma;hillä olõma;vaikuma;vakka jäämä;tassa jäämä,hillä olõma,,,cosgrove2020,,,,,StandardOrth,,
voro1241-18-230-4,,voro1241,18-230,vakka olõma;vaiki olõma;hillä olõma;vaikuma;vakka jäämä;tassa jäämä,vaikuma,,,cosgrove2020,,,,,StandardOrth,,
voro1241-18-230-5,,voro1241,18-230,vakka olõma;vaiki olõma;hillä olõma;vaikuma;vakka jäämä;tassa jäämä,vakka jäämä,,,cosgrove2020,,,,,StandardOrth,,
voro1241-18-230-6,,voro1241,18-230,vakka olõma;vaiki olõma;hillä olõma;vaikuma;vakka jäämä;tassa jäämä,tassa jäämä,,,cosgrove2020,,,,,StandardOrth,,
voro1241-18-240-1,,voro1241,18-240,kiiĺ,kiiĺ,,,cosgrove2020,,,,,StandardOrth,,
voro1241-18-260-1,,voro1241,18-260,sõna,sõna,,,cosgrove2020,,,,,StandardOrth,,
voro1241-18-280-1,,voro1241,18-280,nimi,nimi,,,cosgrove2020,,,,,StandardOrth,,
voro1241-18-310-1,,voro1241,18-310,küsümä,küsümä,,,cosgrove2020,,,,,StandardOrth,,
voro1241-18-320-1,,voro1241,18-320,vastama;kostma;vasta ütlemä,vastama,,,cosgrove2020,,,,,StandardOrth,,
voro1241-18-320-2,,voro1241,18-320,vastama;kostma;vasta ütlemä,kostma,,,cosgrove2020,,,,,StandardOrth,,
voro1241-18-320-3,,voro1241,18-320,vastama;kostma;vasta ütlemä,vasta ütlemä,,,cosgrove2020,,,,,StandardOrth,,
voro1241-18-330-1,,voro1241,18-330,tunnistama;takast kitmä;perrä kitmä,tunnistama,,,cosgrove2020,,,,,StandardOrth,,
voro1241-18-330-2,,voro1241,18-330,tunnistama;takast kitmä;perrä kitmä,takast kitmä,,,cosgrove2020,,,,,StandardOrth,,
voro1241-18-330-3,,voro1241,18-330,tunnistama;takast kitmä;perrä kitmä,perrä kitmä,,,cosgrove2020,,,,,StandardOrth,,
voro1241-18-340-1,,voro1241,18-340,eitämä;ei ütlemä;salgama,eitämä,,,cosgrove2020,,,,,StandardOrth,,
voro1241-18-340-2,,voro1241,18-340,eitämä;ei ütlemä;salgama,ei ütlemä,,,cosgrove2020,,,,,StandardOrth,,
voro1241-18-340-3,,voro1241,18-340,eitämä;ei ütlemä;salgama,salgama,,,cosgrove2020,,,,,StandardOrth,,
voro1241-18-350-1,,voro1241,18-350,pallõma;pallõlõma;nõudma;tahtma,pallõma,,,cosgrove2020,,,,,StandardOrth,,
voro1241-18-350-2,,voro1241,18-350,pallõma;pallõlõma;nõudma;tahtma,pallõlõma,,,cosgrove2020,,,,,StandardOrth,,
voro1241-18-350-3,,voro1241,18-350,pallõma;pallõlõma;nõudma;tahtma,nõudma,,,cosgrove2020,,,,,StandardOrth,,
voro1241-18-350-4,,voro1241,18-350,pallõma;pallõlõma;nõudma;tahtma,tahtma,,,cosgrove2020,,,,,StandardOrth,,
voro1241-18-360-1,,voro1241,18-360,lubahama;tootama;toovotama;tõotama,lubahama,,,cosgrove2020,,,,,StandardOrth,,
voro1241-18-360-2,,voro1241,18-360,lubahama;tootama;toovotama;tõotama,tootama,,,cosgrove2020,,,,,StandardOrth,,
voro1241-18-360-3,,voro1241,18-360,lubahama;tootama;toovotama;tõotama,toovotama,,,cosgrove2020,,,,,StandardOrth,,
voro1241-18-360-4,,voro1241,18-360,lubahama;tootama;toovotama;tõotama,tõotama,,,cosgrove2020,,,,,StandardOrth,,
voro1241-18-370-1,,voro1241,18-370,ärq ütlemä,ärq ütlemä,,,cosgrove2020,,,,,StandardOrth,,
voro1241-18-380-1,,voro1241,18-380,karistama;kiildmä,karistama,,,cosgrove2020,,,,,StandardOrth,,
voro1241-18-380-2,,voro1241,18-380,karistama;kiildmä,kiildmä,,,cosgrove2020,,,,,StandardOrth,,
voro1241-18-390-1,,voro1241,18-390,maanitsõma;nuuḿma,maanitsõma,,,cosgrove2020,,,,,StandardOrth,,
voro1241-18-390-2,,voro1241,18-390,maanitsõma;nuuḿma,nuuḿma,,,cosgrove2020,,,,,StandardOrth,,
voro1241-18-410-1,,voro1241,18-410,kutsma;hõikama,kutsma,,,cosgrove2020,,,,,StandardOrth,,
voro1241-18-410-2,,voro1241,18-410,kutsma;hõikama,hõikama,,,cosgrove2020,,,,,StandardOrth,,
voro1241-18-420-1,,voro1241,18-420,nimmama;nimitämä;nimitsemä;mainitsõma;manima,nimmama,,,cosgrove2020,,,,,StandardOrth,,
voro1241-18-420-2,,voro1241,18-420,nimmama;nimitämä;nimitsemä;mainitsõma;manima,nimitämä,,,cosgrove2020,,,,,StandardOrth,,
voro1241-18-420-3,,voro1241,18-420,nimmama;nimitämä;nimitsemä;mainitsõma;manima,nimitsemä,,,cosgrove2020,,,,,StandardOrth,,
voro1241-18-420-4,,voro1241,18-420,nimmama;nimitämä;nimitsemä;mainitsõma;manima,mainitsõma,,,cosgrove2020,,,,,StandardOrth,,
voro1241-18-420-5,,voro1241,18-420,nimmama;nimitämä;nimitsemä;mainitsõma;manima,manima,,,cosgrove2020,,,,,StandardOrth,,
voro1241-18-430-1,,voro1241,18-430,teedäq andma;teedüstämä;kõnõlõma;kuulutama;kellämä,teedäq andma,,,cosgrove2020,,,,,StandardOrth,,
voro1241-18-430-2,,voro1241,18-430,teedäq andma;teedüstämä;kõnõlõma;kuulutama;kellämä,teedüstämä,,,cosgrove2020,,,,,StandardOrth,,
voro1241-18-430-3,,voro1241,18-430,teedäq andma;teedüstämä;kõnõlõma;kuulutama;kellämä,kõnõlõma,,,cosgrove2020,,,,,StandardOrth,,
voro1241-18-430-4,,voro1241,18-430,teedäq andma;teedüstämä;kõnõlõma;kuulutama;kellämä,kuulutama,,,cosgrove2020,,,,,StandardOrth,,
voro1241-18-430-5,,voro1241,18-430,teedäq andma;teedüstämä;kõnõlõma;kuulutama;kellämä,kellämä,,,cosgrove2020,,,,,StandardOrth,,
voro1241-18-440-1,,voro1241,18-440,ähvärdämä;ähvärdellemä,ähvärdämä,,,cosgrove2020,,,,,StandardOrth,,
voro1241-18-440-2,,voro1241,18-440,ähvärdämä;ähvärdellemä,ähvärdellemä,,,cosgrove2020,,,,,StandardOrth,,
voro1241-18-450-1,,voro1241,18-450,kekśmä;suurustama;õuhkõlõma;platsitama;keksiskellemä;kirkelemä;kirmistämä; kekśmä; uhkõlõma; uhkõndama,kekśmä,,,cosgrove2020,,,,,StandardOrth,,
voro1241-18-450-2,,voro1241,18-450,kekśmä;suurustama;õuhkõlõma;platsitama;keksiskellemä;kirkelemä;kirmistämä; kekśmä; uhkõlõma; uhkõndama,suurustama,,,cosgrove2020,,,,,StandardOrth,,
voro1241-18-450-3,,voro1241,18-450,kekśmä;suurustama;õuhkõlõma;platsitama;keksiskellemä;kirkelemä;kirmistämä; kekśmä; uhkõlõma; uhkõndama,õuhkõlõma,,,cosgrove2020,,,,,StandardOrth,,
voro1241-18-450-4,,voro1241,18-450,kekśmä;suurustama;õuhkõlõma;platsitama;keksiskellemä;kirkelemä;kirmistämä; kekśmä; uhkõlõma; uhkõndama,platsitama,,,cosgrove2020,,,,,StandardOrth,,
voro1241-18-450-5,,voro1241,18-450,kekśmä;suurustama;õuhkõlõma;platsitama;keksiskellemä;kirkelemä;kirmistämä; kekśmä; uhkõlõma; uhkõndama,keksiskellemä,,,cosgrove2020,,,,,StandardOrth,,
voro1241-18-450-6,,voro1241,18-450,kekśmä;suurustama;õuhkõlõma;platsitama;keksiskellemä;kirkelemä;kirmistämä; kekśmä; uhkõlõma; uhkõndama,kirkelemä,,,cosgrove2020,,,,,StandardOrth,,
voro1241-18-450-7,,voro1241,18-450,kekśmä;suurustama;õuhkõlõma;platsitama;keksiskellemä;kirkelemä;kirmistämä; kekśmä; uhkõlõma; uhkõndama,kirmistämä,,,cosgrove2020,,,,,StandardOrth,,
voro1241-18-450-8,,voro1241,18-450,kekśmä;suurustama;õuhkõlõma;platsitama;keksiskellemä;kirkelemä;kirmistämä; kekśmä; uhkõlõma; uhkõndama,kekśmä,,,cosgrove2020,,,,,StandardOrth,,
voro1241-18-450-9,,voro1241,18-450,kekśmä;suurustama;õuhkõlõma;platsitama;keksiskellemä;kirkelemä;kirmistämä; kekśmä; uhkõlõma; uhkõndama,uhkõlõma,,,cosgrove2020,,,,,StandardOrth,,
voro1241-18-450-10,,voro1241,18-450,kekśmä;suurustama;õuhkõlõma;platsitama;keksiskellemä;kirkelemä;kirmistämä; kekśmä; uhkõlõma; uhkõndama,uhkõndama,,,cosgrove2020,,,,,StandardOrth,,
voro1241-18-510-1,,voro1241,18-510,kirotama;kiŕotama,kirotama,,,cosgrove2020,,,,,StandardOrth,,
voro1241-18-510-2,,voro1241,18-510,kirotama;kiŕotama,kiŕotama,,,cosgrove2020,,,,,StandardOrth,,
voro1241-18-520-1,,voro1241,18-520,lugõma,lugõma,,,cosgrove2020,,,,,StandardOrth,,
voro1241-18-560-1,,voro1241,18-560,papõŕ,papõŕ,,,cosgrove2020,,,,,StandardOrth,,
voro1241-18-570-1,,voro1241,18-570,sulǵ;putsai,sulǵ,,,cosgrove2020,,,,,StandardOrth,,
voro1241-18-570-2,,voro1241,18-570,sulǵ;putsai,putsai,,,cosgrove2020,,,,,StandardOrth,,
voro1241-18-610-1,,voro1241,18-610,raamat;raamadukõnõ;raamadugõnõ,raamat,,,cosgrove2020,,,,,StandardOrth,,
voro1241-18-610-2,,voro1241,18-610,raamat;raamadukõnõ;raamadugõnõ,raamadukõnõ,,,cosgrove2020,,,,,StandardOrth,,
voro1241-18-610-3,,voro1241,18-610,raamat;raamadukõnõ;raamadugõnõ,raamadugõnõ,,,cosgrove2020,,,,,StandardOrth,,
voro1241-18-670-1,,voro1241,18-670,luulõtaja;laulja;sõnolinõ,luulõtaja,,,cosgrove2020,,,,,StandardOrth,,
voro1241-18-670-2,,voro1241,18-670,luulõtaja;laulja;sõnolinõ,laulja,,,cosgrove2020,,,,,StandardOrth,,
voro1241-18-670-3,,voro1241,18-670,luulõtaja;laulja;sõnolinõ,sõnolinõ,,,cosgrove2020,,,,,StandardOrth,,
voro1241-18-710-1,,voro1241,18-710,flüüt́;vile;vilepilĺ;vilespilĺ,flüüt́,,,cosgrove2020,,,,,StandardOrth,,
voro1241-18-710-2,,voro1241,18-710,flüüt́;vile;vilepilĺ;vilespilĺ,vile,,,cosgrove2020,,,,,StandardOrth,,
voro1241-18-710-3,,voro1241,18-710,flüüt́;vile;vilepilĺ;vilespilĺ,vilepilĺ,,,cosgrove2020,,,,,StandardOrth,,
voro1241-18-710-4,,voro1241,18-710,flüüt́;vile;vilepilĺ;vilespilĺ,vilespilĺ,,,cosgrove2020,,,,,StandardOrth,,
voro1241-18-720-1,,voro1241,18-720,trumli;trummuĺ,trumli,,,cosgrove2020,,,,,StandardOrth,,
voro1241-18-720-2,,voro1241,18-720,trumli;trummuĺ,trummuĺ,,,cosgrove2020,,,,,StandardOrth,,
voro1241-18-730-1,,voro1241,18-730,sarv́;lutusarv́;trompet́;truba,sarv́,,,cosgrove2020,,,,,StandardOrth,,
voro1241-18-730-2,,voro1241,18-730,sarv́;lutusarv́;trompet́;truba,lutusarv́,,,cosgrove2020,,,,,StandardOrth,,
voro1241-18-730-3,,voro1241,18-730,sarv́;lutusarv́;trompet́;truba,trompet́,,,cosgrove2020,,,,,StandardOrth,,
voro1241-18-730-4,,voro1241,18-730,sarv́;lutusarv́;trompet́;truba,truba,,,cosgrove2020,,,,,StandardOrth,,
voro1241-18-740-1,,voro1241,18-740,kõristaja;kõrrin,kõristaja,,,cosgrove2020,,,,,StandardOrth,,
voro1241-18-740-2,,voro1241,18-740,kõristaja;kõrrin,kõrrin,,,cosgrove2020,,,,,StandardOrth,,
voro1241-19-110-1,,voro1241,19-110,maa,maa,,,cosgrove2020,,,,,StandardOrth,,
voro1241-19-120-1,,voro1241,19-120,kodomaa;esämaa,kodomaa,,,cosgrove2020,,,,,StandardOrth,,
voro1241-19-120-2,,voro1241,19-120,kodomaa;esämaa,esämaa,,,cosgrove2020,,,,,StandardOrth,,
voro1241-19-150-1,,voro1241,19-150,liin,liin,,,cosgrove2020,,,,,StandardOrth,,
voro1241-19-160-1,,voro1241,19-160,külä,külä,,,cosgrove2020,,,,,StandardOrth,,
voro1241-19-170-1,,voro1241,19-170,piiŕ,piiŕ,,,cosgrove2020,,,,,StandardOrth,,
voro1241-19-210-1,,voro1241,19-210,rahvas,rahvas,,,cosgrove2020,,,,,StandardOrth,,
voro1241-19-230-1,,voro1241,19-230,hõim;suguharo;suguseltś;vahmil;vammil;sugukund,hõim,,,cosgrove2020,,,,,StandardOrth,,
voro1241-19-230-2,,voro1241,19-230,hõim;suguharo;suguseltś;vahmil;vammil;sugukund,suguharo,,,cosgrove2020,,,,,StandardOrth,,
voro1241-19-230-3,,voro1241,19-230,hõim;suguharo;suguseltś;vahmil;vammil;sugukund,suguseltś,,,cosgrove2020,,,,,StandardOrth,,
voro1241-19-230-4,,voro1241,19-230,hõim;suguharo;suguseltś;vahmil;vammil;sugukund,vahmil,,,cosgrove2020,,,,,StandardOrth,,
voro1241-19-230-5,,voro1241,19-230,hõim;suguharo;suguseltś;vahmil;vammil;sugukund,vammil,,,cosgrove2020,,,,,StandardOrth,,
voro1241-19-230-6,,voro1241,19-230,hõim;suguharo;suguseltś;vahmil;vammil;sugukund,sugukund,,,cosgrove2020,,,,,StandardOrth,,
voro1241-19-240-1,,voro1241,19-240,päälik;päämiiś;vidosnik;juht́;juhik,päälik,,,cosgrove2020,,,,,StandardOrth,,
voro1241-19-240-2,,voro1241,19-240,päälik;päämiiś;vidosnik;juht́;juhik,päämiiś,,,cosgrove2020,,,,,StandardOrth,,
voro1241-19-240-3,,voro1241,19-240,päälik;päämiiś;vidosnik;juht́;juhik,vidosnik,,,cosgrove2020,,,,,StandardOrth,,
voro1241-19-240-4,,voro1241,19-240,päälik;päämiiś;vidosnik;juht́;juhik,juht́,,,cosgrove2020,,,,,StandardOrth,,
voro1241-19-240-5,,voro1241,19-240,päälik;päämiiś;vidosnik;juht́;juhik,juhik,,,cosgrove2020,,,,,StandardOrth,,
voro1241-19-250-1,,voro1241,19-250,tokḱ;kepṕ;nui;patsõrtokḱ,tokḱ,,,cosgrove2020,,,,,StandardOrth,,
voro1241-19-250-2,,voro1241,19-250,tokḱ;kepṕ;nui;patsõrtokḱ,kepṕ,,,cosgrove2020,,,,,StandardOrth,,
voro1241-19-250-3,,voro1241,19-250,tokḱ;kepṕ;nui;patsõrtokḱ,nui,,,cosgrove2020,,,,,StandardOrth,,
voro1241-19-250-4,,voro1241,19-250,tokḱ;kepṕ;nui;patsõrtokḱ,patsõrtokḱ,,,cosgrove2020,,,,,StandardOrth,,
voro1241-19-310-1,,voro1241,19-310,valitsõma;valitsõllõma;juht́ma;uhjama,valitsõma,,,cosgrove2020,,,,,StandardOrth,,
voro1241-19-310-2,,voro1241,19-310,valitsõma;valitsõllõma;juht́ma;uhjama,valitsõllõma,,,cosgrove2020,,,,,StandardOrth,,
voro1241-19-310-3,,voro1241,19-310,valitsõma;valitsõllõma;juht́ma;uhjama,juht́ma,,,cosgrove2020,,,,,StandardOrth,,
voro1241-19-310-4,,voro1241,19-310,valitsõma;valitsõllõma;juht́ma;uhjama,uhjama,,,cosgrove2020,,,,,StandardOrth,,
voro1241-19-320-1,,voro1241,19-320,kuning;korroĺ;valitsõja,kuning,,,cosgrove2020,,,,,StandardOrth,,
voro1241-19-320-2,,voro1241,19-320,kuning;korroĺ;valitsõja,korroĺ,,,cosgrove2020,,,,,StandardOrth,,
voro1241-19-320-3,,voro1241,19-320,kuning;korroĺ;valitsõja,valitsõja,,,cosgrove2020,,,,,StandardOrth,,
voro1241-19-330-1,,voro1241,19-330,kuningaimänd,kuningaimänd,,,cosgrove2020,,,,,StandardOrth,,
voro1241-19-360-1,,voro1241,19-360,aadlimiiś,aadlimiiś,,,cosgrove2020,,,,,StandardOrth,,
voro1241-19-370-1,,voro1241,19-370,kodanik;kundlanõ,kodanik,,,cosgrove2020,,,,,StandardOrth,,
voro1241-19-370-2,,voro1241,19-370,kodanik;kundlanõ,kundlanõ,,,cosgrove2020,,,,,StandardOrth,,
voro1241-19-410-1,,voro1241,19-410,esänd;perremiiś,esänd,,,cosgrove2020,,,,,StandardOrth,,
voro1241-19-410-2,,voro1241,19-410,esänd;perremiiś,perremiiś,,,cosgrove2020,,,,,StandardOrth,,
voro1241-19-420-1,,voro1241,19-420,ori,ori,,,cosgrove2020,,,,,StandardOrth,,
voro1241-19-430-1,,voro1241,19-430,tiindri;tiindre;sulanõ,tiindri,,,cosgrove2020,,,,,StandardOrth,,
voro1241-19-430-2,,voro1241,19-430,tiindri;tiindre;sulanõ,tiindre,,,cosgrove2020,,,,,StandardOrth,,
voro1241-19-430-3,,voro1241,19-430,tiindri;tiindre;sulanõ,sulanõ,,,cosgrove2020,,,,,StandardOrth,,
voro1241-19-440-1,,voro1241,19-440,vaba miis,vaba miis,,,cosgrove2020,,,,,StandardOrth,,
voro1241-19-450-1,,voro1241,19-450,käskmä;käskü andma;käsütämä;käsotama;kammandama,käskmä,,,cosgrove2020,,,,,StandardOrth,,
voro1241-19-450-2,,voro1241,19-450,käskmä;käskü andma;käsütämä;käsotama;kammandama,käskü andma,,,cosgrove2020,,,,,StandardOrth,,
voro1241-19-450-3,,voro1241,19-450,käskmä;käskü andma;käsütämä;käsotama;kammandama,käsütämä,,,cosgrove2020,,,,,StandardOrth,,
voro1241-19-450-4,,voro1241,19-450,käskmä;käskü andma;käsütämä;käsotama;kammandama,käsotama,,,cosgrove2020,,,,,StandardOrth,,
voro1241-19-450-5,,voro1241,19-450,käskmä;käskü andma;käsütämä;käsotama;kammandama,kammandama,,,cosgrove2020,,,,,StandardOrth,,
voro1241-19-460-1,,voro1241,19-460,sõnna kullõma;umas võtma;sõnna võtma,sõnna kullõma,,,cosgrove2020,,,,,StandardOrth,,
voro1241-19-460-2,,voro1241,19-460,sõnna kullõma;umas võtma;sõnna võtma,umas võtma,,,cosgrove2020,,,,,StandardOrth,,
voro1241-19-460-3,,voro1241,19-460,sõnna kullõma;umas võtma;sõnna võtma,sõnna võtma,,,cosgrove2020,,,,,StandardOrth,,
voro1241-19-470-1,,voro1241,19-470,lubahama;laskma,lubahama,,,cosgrove2020,,,,,StandardOrth,,
voro1241-19-470-2,,voro1241,19-470,lubahama;laskma,laskma,,,cosgrove2020,,,,,StandardOrth,,
voro1241-19-510-1,,voro1241,19-510,sõbõr;sõpr;seldsiline;ütehnolõja,sõbõr,,,cosgrove2020,,,,,StandardOrth,,
voro1241-19-510-2,,voro1241,19-510,sõbõr;sõpr;seldsiline;ütehnolõja,sõpr,,,cosgrove2020,,,,,StandardOrth,,
voro1241-19-510-3,,voro1241,19-510,sõbõr;sõpr;seldsiline;ütehnolõja,seldsiline,,,cosgrove2020,,,,,StandardOrth,,
voro1241-19-510-4,,voro1241,19-510,sõbõr;sõpr;seldsiline;ütehnolõja,ütehnolõja,,,cosgrove2020,,,,,StandardOrth,,
voro1241-19-520-1,,voro1241,19-520,vainlanõ;vaimlanõ;vihalanõ;vihalinõ,vainlanõ,,,cosgrove2020,,,,,StandardOrth,,
voro1241-19-520-2,,voro1241,19-520,vainlanõ;vaimlanõ;vihalanõ;vihalinõ,vaimlanõ,,,cosgrove2020,,,,,StandardOrth,,
voro1241-19-520-3,,voro1241,19-520,vainlanõ;vaimlanõ;vihalanõ;vihalinõ,vihalanõ,,,cosgrove2020,,,,,StandardOrth,,
voro1241-19-520-4,,voro1241,19-520,vainlanõ;vaimlanõ;vihalanõ;vihalinõ,vihalinõ,,,cosgrove2020,,,,,StandardOrth,,
voro1241-19-540-1,,voro1241,19-540,naabri;piirimiiś;naabrimiiś;pindremiiś,naabri,,,cosgrove2020,,,,,StandardOrth,,
voro1241-19-540-2,,voro1241,19-540,naabri;piirimiiś;naabrimiiś;pindremiiś,piirimiiś,,,cosgrove2020,,,,,StandardOrth,,
voro1241-19-540-3,,voro1241,19-540,naabri;piirimiiś;naabrimiiś;pindremiiś,naabrimiiś,,,cosgrove2020,,,,,StandardOrth,,
voro1241-19-540-4,,voro1241,19-540,naabri;piirimiiś;naabrimiiś;pindremiiś,pindremiiś,,,cosgrove2020,,,,,StandardOrth,,
voro1241-19-550-1,,voro1241,19-550,võõras;tundmaldaq,võõras,,,cosgrove2020,,,,,StandardOrth,,
voro1241-19-550-2,,voro1241,19-550,võõras;tundmaldaq,tundmaldaq,,,cosgrove2020,,,,,StandardOrth,,
voro1241-19-560-1,,voro1241,19-560,küläline;võõras,küläline,,,cosgrove2020,,,,,StandardOrth,,
voro1241-19-560-2,,voro1241,19-560,küläline;võõras,võõras,,,cosgrove2020,,,,,StandardOrth,,
voro1241-19-570-1,,voro1241,19-570,perremiiś;esänd;vastavõtja;külläkutsja,perremiiś,,,cosgrove2020,,,,,StandardOrth,,
voro1241-19-570-2,,voro1241,19-570,perremiiś;esänd;vastavõtja;külläkutsja,esänd,,,cosgrove2020,,,,,StandardOrth,,
voro1241-19-570-3,,voro1241,19-570,perremiiś;esänd;vastavõtja;külläkutsja,vastavõtja,,,cosgrove2020,,,,,StandardOrth,,
voro1241-19-570-4,,voro1241,19-570,perremiiś;esänd;vastavõtja;külläkutsja,külläkutsja,,,cosgrove2020,,,,,StandardOrth,,
voro1241-19-580-1,,voro1241,19-580,avitama;autama,avitama,,,cosgrove2020,,,,,StandardOrth,,
voro1241-19-580-2,,voro1241,19-580,avitama;autama,autama,,,cosgrove2020,,,,,StandardOrth,,
voro1241-19-590-1,,voro1241,19-590,segähämä;takistama;mitte laskma;kiildmä,segähämä,,,cosgrove2020,,,,,StandardOrth,,
voro1241-19-590-2,,voro1241,19-590,segähämä;takistama;mitte laskma;kiildmä,takistama,,,cosgrove2020,,,,,StandardOrth,,
voro1241-19-590-3,,voro1241,19-590,segähämä;takistama;mitte laskma;kiildmä,mitte laskma,,,cosgrove2020,,,,,StandardOrth,,
voro1241-19-590-4,,voro1241,19-590,segähämä;takistama;mitte laskma;kiildmä,kiildmä,,,cosgrove2020,,,,,StandardOrth,,
voro1241-19-610-1,,voro1241,19-610,kommõq;kummõq;muud;pruuḱ;viiś,kommõq,,,cosgrove2020,,,,,StandardOrth,,
voro1241-19-610-2,,voro1241,19-610,kommõq;kummõq;muud;pruuḱ;viiś,kummõq,,,cosgrove2020,,,,,StandardOrth,,
voro1241-19-610-3,,voro1241,19-610,kommõq;kummõq;muud;pruuḱ;viiś,muud,,,cosgrove2020,,,,,StandardOrth,,
voro1241-19-610-4,,voro1241,19-610,kommõq;kummõq;muud;pruuḱ;viiś,pruuḱ,,,cosgrove2020,,,,,StandardOrth,,
voro1241-19-610-5,,voro1241,19-610,kommõq;kummõq;muud;pruuḱ;viiś,viiś,,,cosgrove2020,,,,,StandardOrth,,
voro1241-19-620-1,,voro1241,19-620,riid;tülü;tõra;närriń;krasś;prada,riid,,,cosgrove2020,,,,,StandardOrth,,
voro1241-19-620-2,,voro1241,19-620,riid;tülü;tõra;närriń;krasś;prada,tülü,,,cosgrove2020,,,,,StandardOrth,,
voro1241-19-620-3,,voro1241,19-620,riid;tülü;tõra;närriń;krasś;prada,tõra,,,cosgrove2020,,,,,StandardOrth,,
voro1241-19-620-4,,voro1241,19-620,riid;tülü;tõra;närriń;krasś;prada,närriń,,,cosgrove2020,,,,,StandardOrth,,
voro1241-19-620-5,,voro1241,19-620,riid;tülü;tõra;närriń;krasś;prada,krasś,,,cosgrove2020,,,,,StandardOrth,,
voro1241-19-620-6,,voro1241,19-620,riid;tülü;tõra;närriń;krasś;prada,prada,,,cosgrove2020,,,,,StandardOrth,,
voro1241-19-630-1,,voro1241,19-630,salanõu,salanõu,,,cosgrove2020,,,,,StandardOrth,,
voro1241-19-650-1,,voro1241,19-650,trehvämä;kokko saama,trehvämä,,,cosgrove2020,,,,,StandardOrth,,
voro1241-19-650-2,,voro1241,19-650,trehvämä;kokko saama,kokko saama,,,cosgrove2020,,,,,StandardOrth,,
voro1241-19-720-1,,voro1241,19-720,ihomüüjä;huur;hatt;litś;miiślitś male;lirva,ihomüüjä,,,cosgrove2020,,,,,StandardOrth,,
voro1241-19-720-2,,voro1241,19-720,ihomüüjä;huur;hatt;litś;miiślitś male;lirva,huur,,,cosgrove2020,,,,,StandardOrth,,
voro1241-19-720-3,,voro1241,19-720,ihomüüjä;huur;hatt;litś;miiślitś male;lirva,hatt,,,cosgrove2020,,,,,StandardOrth,,
voro1241-19-720-4,,voro1241,19-720,ihomüüjä;huur;hatt;litś;miiślitś male;lirva,litś,,,cosgrove2020,,,,,StandardOrth,,
voro1241-19-720-5,,voro1241,19-720,ihomüüjä;huur;hatt;litś;miiślitś male;lirva,miiślitś male,,,cosgrove2020,,,,,StandardOrth,,
voro1241-19-720-6,,voro1241,19-720,ihomüüjä;huur;hatt;litś;miiślitś male;lirva,lirva,,,cosgrove2020,,,,,StandardOrth,,
voro1241-20-110-1,,voro1241,20-110,võitlõma;võitõlõma;sõdima;taplõma,võitlõma,,,cosgrove2020,,,,,StandardOrth,,
voro1241-20-110-2,,voro1241,20-110,võitlõma;võitõlõma;sõdima;taplõma,võitõlõma,,,cosgrove2020,,,,,StandardOrth,,
voro1241-20-110-3,,voro1241,20-110,võitlõma;võitõlõma;sõdima;taplõma,sõdima,,,cosgrove2020,,,,,StandardOrth,,
voro1241-20-110-4,,voro1241,20-110,võitlõma;võitõlõma;sõdima;taplõma,taplõma,,,cosgrove2020,,,,,StandardOrth,,
voro1241-20-130-1,,voro1241,20-130,sõda;tapõlus;laheng,sõda,,,cosgrove2020,,,,,StandardOrth,,
voro1241-20-130-2,,voro1241,20-130,sõda;tapõlus;laheng,tapõlus,,,cosgrove2020,,,,,StandardOrth,,
voro1241-20-130-3,,voro1241,20-130,sõda;tapõlus;laheng,laheng,,,cosgrove2020,,,,,StandardOrth,,
voro1241-20-140-1,,voro1241,20-140,rauh;rahu,rauh,,,cosgrove2020,,,,,StandardOrth,,
voro1241-20-140-2,,voro1241,20-140,rauh;rahu,rahu,,,cosgrove2020,,,,,StandardOrth,,
voro1241-20-150-1,,voro1241,20-150,sõavägi,sõavägi,,,cosgrove2020,,,,,StandardOrth,,
voro1241-20-170-1,,voro1241,20-170,soldat́;soldań;soldań;sõamiiś,soldat́,,,cosgrove2020,,,,,StandardOrth,,
voro1241-20-170-2,,voro1241,20-170,soldat́;soldań;soldań;sõamiiś,soldań,,,cosgrove2020,,,,,StandardOrth,,
voro1241-20-170-3,,voro1241,20-170,soldat́;soldań;soldań;sõamiiś,soldań,,,cosgrove2020,,,,,StandardOrth,,
voro1241-20-170-4,,voro1241,20-170,soldat́;soldań;soldań;sõamiiś,sõamiiś,,,cosgrove2020,,,,,StandardOrth,,
voro1241-20-210-1,,voro1241,20-210,sõariist;vääs,sõariist,,,cosgrove2020,,,,,StandardOrth,,
voro1241-20-210-2,,voro1241,20-210,sõariist;vääs,vääs,,,cosgrove2020,,,,,StandardOrth,,
